"abon_id","abon_type","date_start","date_end","contract_count","is_pay_plan","cost","paid","avg_payment"
"95","light","2025-08-04 00:00:00","2025-09-03 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"96","light","2025-09-23 00:00:00","2025-10-23 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"97","light","2025-10-06 00:00:00","2025-11-05 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"98","smart","2026-05-02 00:00:00","2026-07-31 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"99","infinity","2025-11-15 00:00:00","2026-05-14 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"100","smart","2025-10-27 00:00:00","2026-01-25 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"101","infinity","2025-11-04 00:00:00","2026-05-03 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"102","light","2025-09-30 00:00:00","2025-10-30 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"103","light","2026-04-27 00:00:00","2026-05-27 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"104","smart","2026-04-01 00:00:00","2026-06-30 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"105","smart","2025-11-09 00:00:00","2026-02-07 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"106","infinity","2025-07-28 00:00:00","2026-01-24 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"107","infinity","2025-12-22 00:00:00","2026-06-20 23:59:59","1","1","180.00","1080.00","30.0000000000000000"
"108","infinity","2025-06-16 00:00:00","2025-12-13 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"109","infinity","2025-06-20 00:00:00","2025-12-17 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"110","smart","2025-09-13 00:00:00","2025-12-12 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"111","smart","2025-11-23 00:00:00","2026-02-21 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"112","smart","2025-10-29 00:00:00","2026-01-27 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"113","infinity","2025-06-29 00:00:00","2025-12-26 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"114","infinity","2026-03-27 00:00:00","2026-09-23 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"115","infinity","2026-05-03 00:00:00","2026-10-30 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"116","light","2026-05-05 00:00:00","2026-06-04 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"117","smart","2025-06-14 00:00:00","2025-09-12 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"118","light","2025-07-26 00:00:00","2025-08-25 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"119","infinity","2025-06-08 00:00:00","2025-12-05 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"120","light","2026-05-20 00:00:00","2026-06-19 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"121","light","2026-01-27 00:00:00","2026-02-26 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"122","light","2026-03-06 00:00:00","2026-04-05 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"123","infinity","2026-03-17 00:00:00","2026-09-13 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"124","infinity","2026-03-06 00:00:00","2026-09-02 23:59:59","1","1","180.00","540.32","33.7700000000000000"
"125","light","2025-08-22 00:00:00","2025-09-21 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"126","smart","2025-08-16 00:00:00","2025-11-14 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"127","smart","2025-12-15 00:00:00","2026-03-15 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"128","infinity","2025-12-16 00:00:00","2026-06-14 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"129","light","2025-12-11 00:00:00","2026-01-10 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"130","smart","2026-05-31 00:00:00","2026-08-29 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"131","smart","2026-05-20 00:00:00","2026-08-18 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"132","smart","2025-12-07 00:00:00","2026-03-07 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"133","infinity","2025-08-19 00:00:00","2026-02-15 23:59:59","1","1","180.00","652.60","26.1040000000000000"
"134","infinity","2026-01-29 00:00:00","2026-07-28 23:59:59","1","1","180.00","478.95","19.1580000000000000"
"135","infinity","2025-07-19 00:00:00","2026-01-15 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"136","smart","2026-01-15 00:00:00","2026-04-15 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"137","light","2025-07-27 00:00:00","2025-08-26 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"138","smart","2026-06-03 00:00:00","2026-09-01 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"139","infinity","2025-10-09 00:00:00","2026-04-07 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"140","infinity","2026-04-02 00:00:00","2026-09-29 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"141","light","2026-04-15 00:00:00","2026-05-15 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"142","infinity","2026-01-22 00:00:00","2026-07-21 23:59:59","1","1","180.00","540.00","60.0000000000000000"
"143","smart","2025-08-23 00:00:00","2025-11-21 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"144","infinity","2025-07-14 00:00:00","2026-01-10 23:59:59","1","1","180.00","220.59","24.5100000000000000"
"145","smart","2025-11-02 00:00:00","2026-01-31 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"146","light","2026-03-20 00:00:00","2026-04-19 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"147","infinity","2026-04-23 00:00:00","2026-10-20 23:59:59","1","1","180.00","900.00","36.0000000000000000"
"148","light","2025-07-17 00:00:00","2025-08-16 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"149","smart","2025-08-20 00:00:00","2025-11-18 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"150","smart","2025-07-25 00:00:00","2025-10-23 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"151","smart","2026-04-11 00:00:00","2026-07-10 23:59:59","1","1","120.00","132.36","33.0900000000000000"
"152","infinity","2025-12-31 00:00:00","2026-06-29 23:59:59","1","1","180.00","442.72","27.6700000000000000"
"153","smart","2026-04-15 00:00:00","2026-07-14 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"154","infinity","2025-06-16 00:00:00","2025-12-13 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"155","smart","2025-05-16 00:00:00","2025-08-14 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"156","infinity","2025-07-06 00:00:00","2026-01-02 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"157","smart","2026-04-23 00:00:00","2026-07-22 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"158","smart","2026-04-03 00:00:00","2026-07-02 23:59:59","1","1","120.00","162.30","40.5750000000000000"
"159","infinity","2026-04-28 00:00:00","2026-10-25 23:59:59","1","1","180.00","720.00","45.0000000000000000"
"160","infinity","2025-07-16 00:00:00","2026-01-12 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"161","smart","2026-04-21 00:00:00","2026-07-20 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"162","smart","2025-12-07 00:00:00","2026-03-07 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"163","light","2025-10-28 00:00:00","2025-11-27 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"164","light","2025-07-19 00:00:00","2025-08-18 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"165","infinity","2025-12-19 00:00:00","2026-06-17 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"166","infinity","2025-06-10 00:00:00","2025-12-07 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"167","light","2026-04-14 00:00:00","2026-05-14 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"168","light","2026-02-10 00:00:00","2026-03-12 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"169","smart","2026-03-29 00:00:00","2026-06-27 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"170","infinity","2026-03-21 00:00:00","2026-09-17 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"171","infinity","2026-02-14 00:00:00","2026-08-13 23:59:59","1","1","180.00","720.00","45.0000000000000000"
"172","smart","2025-11-03 00:00:00","2026-02-01 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"173","smart","2026-04-14 00:00:00","2026-07-13 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"174","smart","2025-11-11 00:00:00","2026-02-09 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"175","infinity","2025-11-13 00:00:00","2026-05-12 23:59:59","1","1","180.00","360.00","90.0000000000000000"
"176","infinity","2025-09-10 00:00:00","2026-03-09 23:59:59","1","1","180.00","754.15","30.1660000000000000"
"177","light","2026-03-25 00:00:00","2026-04-24 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"178","light","2025-08-22 00:00:00","2025-09-21 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"179","infinity","2026-01-09 00:00:00","2026-07-08 23:59:59","1","1","180.00","360.00","90.0000000000000000"
"180","infinity","2025-07-07 00:00:00","2026-01-03 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"181","smart","2025-06-11 00:00:00","2025-09-09 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"182","infinity","2025-11-27 00:00:00","2026-05-26 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"183","infinity","2026-02-19 00:00:00","2026-08-18 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"184","smart","2025-08-13 00:00:00","2025-11-11 23:59:59","1","1","120.00","125.70","31.4250000000000000"
"185","smart","2026-05-03 00:00:00","2026-08-01 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"186","light","2025-07-27 00:00:00","2025-08-26 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"187","infinity","2026-04-28 00:00:00","2026-10-25 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"188","smart","2025-12-02 00:00:00","2026-03-02 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"189","smart","2025-06-04 00:00:00","2025-09-02 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"190","smart","2025-12-17 00:00:00","2026-03-17 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"191","smart","2025-10-18 00:00:00","2026-01-16 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"192","light","2025-09-13 00:00:00","2025-10-13 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"193","infinity","2025-12-18 00:00:00","2026-06-16 23:59:59","1","1","180.00","720.00","45.0000000000000000"
"194","smart","2026-02-23 00:00:00","2026-05-24 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"195","infinity","2026-06-03 00:00:00","2026-11-30 23:59:59","1","1","180.00","720.00","45.0000000000000000"
"196","smart","2026-05-06 00:00:00","2026-08-04 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"197","infinity","2025-06-15 00:00:00","2025-12-12 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"198","infinity","2025-10-11 00:00:00","2026-04-09 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"199","infinity","2026-05-27 00:00:00","2026-11-23 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"200","light","2026-03-17 00:00:00","2026-04-16 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"201","light","2026-04-30 00:00:00","2026-05-30 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"202","smart","2026-01-25 00:00:00","2026-04-25 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"203","infinity","2025-06-24 00:00:00","2025-12-21 23:59:59","1","1","180.00","900.00","36.0000000000000000"
"204","light","2026-01-01 00:00:00","2026-01-31 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"205","light","2025-11-03 00:00:00","2025-12-03 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"206","light","2025-07-30 00:00:00","2025-08-29 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"207","light","2026-05-16 00:00:00","2026-06-15 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"208","smart","2025-08-12 00:00:00","2025-11-10 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"209","infinity","2026-03-15 00:00:00","2026-09-11 23:59:59","1","1","180.00","360.00","90.0000000000000000"
"210","smart","2025-10-08 00:00:00","2026-01-06 23:59:59","1","1","120.00","222.00","24.6666666666666667"
"211","light","2025-08-10 00:00:00","2025-09-09 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"212","infinity","2025-09-30 00:00:00","2026-03-29 23:59:59","1","1","180.00","436.08","12.1133333333333333"
"213","light","2026-04-16 00:00:00","2026-05-16 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"214","smart","2025-07-22 00:00:00","2025-10-20 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"215","infinity","2025-05-06 00:00:00","2025-11-02 23:59:59","1","1","180.00","697.35","27.8940000000000000"
"216","smart","2025-07-20 00:00:00","2025-10-18 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"217","smart","2026-01-03 00:00:00","2026-04-03 23:59:59","1","1","120.00","203.40","50.8500000000000000"
"218","smart","2025-08-15 00:00:00","2025-11-13 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"219","infinity","2025-10-20 00:00:00","2026-04-18 23:59:59","1","1","180.00","540.00","60.0000000000000000"
"220","light","2025-05-14 00:00:00","2025-06-13 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"221","light","2026-02-06 00:00:00","2026-03-08 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"222","smart","2025-06-24 00:00:00","2025-09-22 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"223","infinity","2026-03-25 00:00:00","2026-09-21 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"224","light","2025-12-11 00:00:00","2026-01-10 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"225","smart","2026-03-19 00:00:00","2026-06-17 23:59:59","1","1","120.00","96.68","24.1700000000000000"
"226","light","2026-04-23 00:00:00","2026-05-23 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"227","light","2026-03-18 00:00:00","2026-04-17 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"228","infinity","2025-09-07 00:00:00","2026-03-06 23:59:59","1","1","180.00","540.00","60.0000000000000000"
"229","light","2026-03-13 00:00:00","2026-04-12 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"230","light","2026-02-28 00:00:00","2026-03-30 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"231","light","2025-05-11 00:00:00","2025-06-10 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"232","light","2025-12-30 00:00:00","2026-01-29 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"233","smart","2026-05-06 00:00:00","2026-08-04 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"234","smart","2025-12-27 00:00:00","2026-03-27 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"235","smart","2026-02-20 00:00:00","2026-05-21 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"236","light","2026-02-16 00:00:00","2026-03-18 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"237","infinity","2025-07-04 00:00:00","2025-12-31 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"238","infinity","2026-05-31 00:00:00","2026-11-27 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"239","smart","2025-06-01 00:00:00","2025-08-30 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"240","light","2025-06-25 00:00:00","2025-07-25 23:59:59","1","1","90.00","90.00","90.0000000000000000"
"241","infinity","2025-09-15 00:00:00","2026-03-14 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"242","infinity","2025-11-16 00:00:00","2026-05-15 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"243","infinity","2026-01-31 00:00:00","2026-07-30 23:59:59","1","1","180.00","180.00","180.0000000000000000"
"244","smart","2025-05-07 00:00:00","2025-08-05 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"245","smart","2025-08-02 00:00:00","2025-10-31 23:59:59","1","1","120.00","120.00","120.0000000000000000"
"246","smart","2026-05-24 00:00:00","2026-08-22 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"247","smart","2025-07-17 00:00:00","2025-10-15 23:59:59","1","1","120.00","360.00","40.0000000000000000"
"248","smart","2026-01-10 00:00:00","2026-04-10 23:59:59","1","1","120.00","240.00","60.0000000000000000"
"249","infinity","2025-06-21 00:00:00","2025-12-18 23:59:59","1","1","180.00","1080.00","30.0000000000000000"
"250","infinity","2026-05-28 00:00:00","2026-11-24 23:59:59","1","1","180.00","180.00","180.0000000000000000"
